City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
109,Mbanza-Ngungu,CD,2022-01-28 02:53:35,-5.25,14.8667,65.93,97,77,2.66
110,Tuktoyaktuk,CA,2022-01-28 02:53:36,69.4541,-133.0374,-22.0,76,20,6.91
111,Salalah,OM,2022-01-28 02:53:36,17.0151,54.0924,64.4,80,1,4.5
112,Analipsis,GR,2022-01-28 02:53:36,35.3167,25.5667,44.94,66,28,6.04
113,Saint-Philippe,RE,2022-01-28 02:53:36,-21.3585,55.7679,72.99,83,53,8.32
114,Nanortalik,GL,2022-01-28 02:53:37,60.1432,-45.2371,10.38,80,30,11.25
115,Kapaa,US,2022-01-28 02:53:37,22.0752,-159.319,80.11,79,9,1.01
116,Clyde River,CA,2022-01-28 02:53:37,70.4692,-68.5914,-10.97,77,75,13.8
117,Noumea,NC,2022-01-28 02:50:07,-22.2763,166.4572,80.01,99,84,13.94
118,Providencia,MX,2022-01-28 02:53:37,28.7167,-111.5833,64.85,54,71,13.33
119,Coahuayana,MX,2022-01-28 02:53:38,18.7333,-103.6833,70.66,88,65,1.92
120,Dingle,PH,2022-01-28 02:53:38,10.9995,122.6711,84.42,72,87,8.57
121,Torbay,CA,2022-01-28 02:50:40,47.6666,-52.7314,15.49,87,40,5.75
122,Kahului,US,2022-01-28 02:53:38,20.8947,-156.47,82.42,59,40,11.5
123,Verkhnyaya Inta,RU,2022-01-28 02:53:38,65.9811,60.3094,0.14,95,80,8.43
124,Guerrero Negro,MX,2022-01-28 02:53:39,27.9769,-114.0611,63.57,56,100,9.93
125,Bobrov,RU,2022-01-28 02:53:39,51.0961,40.0333,-6.93,100,100,4.76
126,Aripuana,BR,2022-01-28 02:50:06,-9.1667,-60.6333,71.04,95,86,1.23
127,Harper,LR,2022-01-28 02:53:39,4.375,-7.7169,78.44,80,85,4.56
128,Miri,MY,2022-01-28 02:53:40,4.4148,114.0089,77.14,88,40,5.75
129,Yasnyy,RU,2022-01-28 02:53:40,51.0333,59.8742,9.63,94,100,9.04
130,Mount Isa,AU,2022-01-28 02:53:40,-20.7333,139.5,82.17,89,75,9.22
131,Qaanaaq,GL,2022-01-28 02:53:40,77.484,-69.3632,-10.25,71,28,8.14
132,Tabas,IR,2022-01-28 02:53:41,33.5959,56.9244,49.46,51,2,10.0
133,Tarata,BO,2022-01-28 02:53:41,-17.6167,-66.0167,63.07,75,85,4.72
134,Kerouane,GN,2022-01-28 02:53:41,9.2667,-9.0167,71.08,24,38,3.51
135,Colombo,LK,2022-01-28 02:53:41,6.9319,79.8478,75.15,68,37,6.87
136,Road Town,VG,2022-01-28 02:53:42,18.4167,-64.6167,75.99,72,35,16.24
137,Kaeo,NZ,2022-01-28 02:53:42,-35.1,173.7833,72.32,70,7,15.05
138,Sisimiut,GL,2022-01-28 02:53:42,66.9395,-53.6735,5.88,79,100,25.75
139,Vaitape,PF,2022-01-28 02:53:42,-16.5167,-151.75,80.96,76,11,16.75
140,Longyearbyen,SJ,2022-01-28 02:51:13,78.2186,15.6401,10.24,79,75,11.5
141,Lata,PT,2022-01-28 02:54:09,40.1629,-8.3327,47.05,69,0,5.19
142,Ihlow,DE,2022-01-28 02:54:43,51.8833,13.3333,41.31,70,75,17.27
143,Sujiatun,CN,2022-01-28 02:54:43,41.6592,123.3392,17.78,45,0,4.47
144,Komsomolskiy,UZ,2022-01-28 02:54:43,40.4272,71.7189,27.82,59,100,9.22
145,Nicoya,CR,2022-01-28 02:54:41,10.1483,-85.452,78.35,70,2,8.14
146,Briancon,FR,2022-01-28 02:54:44,44.9,6.65,31.35,53,20,5.64
147,Dalmeny,CA,2022-01-28 02:54:44,52.3334,-106.7679,17.33,79,40,6.91
148,Aykhal,RU,2022-01-28 02:52:43,66.0,111.5,-17.25,99,32,5.17
149,Palmer,US,2022-01-28 02:51:08,42.1584,-72.3287,22.86,69,75,6.91
150,Souillac,MU,2022-01-28 02:54:44,-20.5167,57.5167,77.36,88,75,3.44
151,Ca Mau,VN,2022-01-28 02:54:44,9.1769,105.15,86.45,50,95,5.06
152,Kultayevo,RU,2022-01-28 02:54:45,57.8943,55.9392,3.18,85,100,8.95
153,Port Lavaca,US,2022-01-28 02:54:45,28.615,-96.6261,58.28,81,75,6.91
154,Mandalgovi,MN,2022-01-28 02:54:45,45.7625,106.2708,7.29,48,0,2.21
155,George Town,MY,2022-01-28 02:53:42,5.4112,100.3354,87.73,78,20,5.99
156,Iacu,BR,2022-01-28 02:53:14,-12.7672,-40.2117,69.49,93,84,1.66
157,Burns Lake,CA,2022-01-28 02:54:45,54.2331,-125.7533,20.62,98,100,3.29
158,Ziro,IN,2022-01-28 02:54:46,27.6333,93.8333,36.34,80,7,1.9
159,Alice Town,BS,2022-01-28 02:54:46,25.7167,-79.3,74.39,77,41,10.0
160,Hasaki,JP,2022-01-28 02:54:46,35.7333,140.8333,50.29,61,100,3.31
161,Auray,FR,2022-01-28 02:54:46,47.6703,-2.9918,49.55,96,100,5.79
162,Amapa,BR,2022-01-28 02:54:47,1.0,-52.0,70.92,100,100,1.52
163,Bandiagara,ML,2022-01-28 02:54:47,14.3501,-3.6104,67.6,18,1,14.09
164,Port Lincoln,AU,2022-01-28 02:54:47,-34.7333,135.8667,72.28,69,78,12.91
165,Moron,AR,2022-01-28 02:54:47,-34.6534,-58.6198,67.96,68,2,5.57
166,College,US,2022-01-28 02:54:48,64.8569,-147.8028,-6.34,74,100,3.6
167,Te Anau,NZ,2022-01-28 02:51:21,-45.4167,167.7167,73.92,34,100,4.16
168,Debica,PL,2022-01-28 02:54:48,50.0515,21.4114,37.78,90,100,20.56
169,Lompoc,US,2022-01-28 02:54:48,34.6391,-120.4579,58.93,56,0,3.44
170,Kavieng,PG,2022-01-28 02:51:28,-2.5744,150.7967,85.24,65,65,6.55
171,Deer Lake,CA,2022-01-28 02:54:49,49.1667,-57.4316,1.26,78,75,0.0
172,Rayong,TH,2022-01-28 02:54:49,12.8333,101.4333,89.44,56,20,1.25
173,Pevek,RU,2022-01-28 02:54:49,69.7008,170.3133,-26.19,99,21,0.78
174,Flinders,AU,2022-01-28 02:54:49,-34.5833,150.8552,86.81,62,19,8.01
175,Leamington,CA,2022-01-28 02:54:50,42.0549,-82.6062,28.36,93,94,8.99
